STATE,LATITUDE,LONGITUDE,SQMI,STUSAB,DATE,EVENT_CATG_S,STATEFP,SCORE,SHORT_DESCRIPT,GNISID
LOUISIANA,31.23638846,-91.63818939,43566,LA,07/13/2020,4R,22,2.6,Closing: Bars,1629543
LOUISIANA,31.06986537,-91.8290491,43566,LA,09/11/2020,2E,22,2.05,"Easing: Non-Essential Businesses, Hair, Personal Care; Gyms (75%)",1629543
LOUISIANA,31.25151038,-92.0339272,43566,LA,09/11/2020,3E,22,2.05,"Easing: Indoor Gathering Limit, 250 people",1629543
LOUISIANA,31.23638846,-91.63818939,43566,LA,09/11/2020,4E,22,2.05,Easing: Restaurant Indoor Service (75%),1629543
LOUISIANA,30.92770771,-92.01471306,43566,LA,10/08/2020,4E,22,1.9,"Easing: Bar Indoor Service if Positivity Rate is <5% (25%), Alcohol Curfew",1629543
LOUISIANA,31.06986537,-91.8290491,43566,LA,11/05/2020,2E,22,1.9,"Easing: Non-Essential Businesses, Hair, Personal Care, Entertainment (75%); Gyms (50%)",1629543
LOUISIANA,31.25151038,-92.0339272,43566,LA,11/05/2020,4E,22,1.9,Easing: Restaurant Indoor Service (75%),1629543
LOUISIANA,31.48426832,-91.93020768,43566,LA,11/24/2020,2R,22,2.4,"Restricting: Non-Essential Businesses, Retail; Hair Salons; Personal Care; Gyms (50%); Entertainment",1629543
LOUISIANA,30.95958813,-91.58190568,43566,LA,11/24/2020,3R,22,2.4,"Restricting: Indoor Gathering Limit, 75 people",1629543
LOUISIANA,31.12790319,-92.25116267,43566,LA,11/24/2020,4R,22,2.4,"Restricting: Restaurant Indoor Service (50%), Bar Indoor Service Closed",1629543
LOUISIANA,31.06986537,-91.8290491,43566,LA,03/02/2021,2E,22,1.9,"Easing: Non-Essential Businesses, Hair, Personal Care, Entertainment (75%); Gyms (50%)",1629543
LOUISIANA,31.25151038,-92.0339272,43566,LA,03/02/2021,3E,22,1.9,"Easing: Indoor Gathering Limit, 250 people",1629543
LOUISIANA,31.23638846,-91.63818939,43566,LA,03/02/2021,4E,22,1.9,Easing: Restaurant Indoor Service (75%) and Bar Indoor Service (25%),1629543
LOUISIANA,30.92770771,-92.01471306,43566,LA,04/01/2021,2L,22,1.6,Easing: All Non-Essential Businesses (100%),1629543
LOUISIANA,31.48426832,-91.93020768,43566,LA,04/01/2021,3E,22,1.6,"Easing: Indoor Gathering Limit, 500 people",1629543
LOUISIANA,30.95958813,-91.58190568,43566,LA,04/28/2021,15L,22,0.6,"Lifting: Mask Mandate, Indoor & Outdoor Spaces",1629543
LOUISIANA,31.12790319,-92.25116267,43566,LA,04/28/2021,3E,22,0.6,"Easing: Indoor Gathering Limit, 75%",1629543
LOUISIANA,31.06986537,-91.8290491,43566,LA,04/28/2021,4E,22,0.3,Easing: Restaurant and Bar Indoor Service (100%) (Seating Only),1629543
LOUISIANA,31.25151038,-92.0339272,43566,LA,05/26/2021,2L,22,0,Lifting: All Non-Essential Businesses Restrictions,1629543
LOUISIANA,31.23638846,-91.63818939,43566,LA,05/26/2021,3L,22,0,Lifting: Indoor Gathering Limit,1629543
LOUISIANA,30.92770771,-92.01471306,43566,LA,05/26/2021,4L,22,0,Lifting: Restaurant & Bar Restrictions,1629543
LOUISIANA,31.169546,-91.867805,43566,LA,08/04/2021,15M,22,0.8,"Restricting: Mask Mandate, Indoor",1629543
MAINE,44.666381,-68.97032554,30865,ME,03/18/2020,3SM,23,1.9,"Restricting: Indoor Gathering Limit, 10 people",1779787
MAINE,45.13869195,-69.31270282,30865,ME,03/18/2020,4SM,23,1.9,Closing: Restaurants and Bars,1779787
MAINE,44.4721591,-68.88128401,30865,ME,03/31/2020,1SM,23,3.9,Restricting: Stay at Home Order,1779787
MAINE,44.5721591,-68.88128401,30865,ME,03/31/2020,2SM,23,3.9,Closing: All Non-Essential Businesses,1779787
MAINE,44.61004543,-69.34930601,30865,ME,04/29/2020,15M,23,4.9,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779787
MAINE,44.76293674,-69.52175269,30865,ME,05/01/2020,2E,23,4.85,"Easing: Non-Essential Businesses, Personal Care",1779787
MAINE,44.75020855,-69.18865867,30865,ME,05/11/2020,2E,23,4.7,"Easing: Non-Essential Businesses, Retail",1779787
MAINE,44.32286424,-69.37425756,30865,ME,05/18/2020,4E,23,4.25,Easing: Restaurant Indoor Service (~50%),1779787
MAINE,44.61004543,-69.34930601,30865,ME,05/31/2020,1L,23,3.25,Lifting: Stay at Home Order,1779787
MAINE,44.95884998,-69.43445157,30865,ME,06/01/2020,2E,23,2.75,"Easing: Non-Essential Businesses, Retail",1779787
MAINE,44.95583918,-69.15178244,30865,ME,06/01/2020,3E,23,2.75,"Easing: Indoor Gathering Limit, 50 people",1779787
MAINE,44.97774311,-69.6529034,30865,ME,06/01/2020,4E,23,2.75,Easing: Restaurant Restrictions,1779787
MAINE,44.51722466,-69.14128445,30865,ME,06/12/2020,2E,23,2.55,"Easing: Non-Essential Businesses, Gyms",1779787
MAINE,44.65889609,-69.70460061,30865,ME,06/17/2020,2E,23,2.35,"Easing: Non-Essential Businesses, Hair Salons and Personal Care",1779787
MAINE,44.666381,-68.97032554,30865,ME,06/17/2020,4E,23,2.35,Easing: Bars (Outdoor Service),1779787
MAINE,44.61004543,-69.34930601,30865,ME,11/04/2020,3R,23,2.35,"Restricting: Indoor Gathering Limit, 50 people",1779787
MAINE,44.76293674,-69.52175269,30865,ME,11/20/2020,2R,23,2.35,"Restricting: Non-Essential Businesses, Entertainment",1779787
MAINE,44.61004543,-69.34930601,30865,ME,02/01/2021,2E,23,2.35,Easing: Non-Essential Businesses (Evening Operating Hours Resume),1779787
MAINE,44.61004543,-69.34930601,30865,ME,04/27/2021,15E,23,2.15,Easing: Outdoor Mask Mandate,1779787
MAINE,44.76293674,-69.52175269,30865,ME,05/24/2021,15E,23,1,"Easing: Mask Mandate, Vaccinated Individuals ",1779787
MAINE,44.75020855,-69.18865867,30865,ME,05/24/2021,3L,23,1,Lifting: All Non-Essential Businesses Restrictions,1779787
MAINE,44.49039078,-69.50558007,30865,ME,05/24/2021,4L,23,1,Lifting: Restaurant & Bar Restrictions,1779787
MARYLAND,39.01672933,-76.58374313,9775,MD,03/12/2020,3SM,24,0.9,"Restricting: Indoor Gathering Limit, 10 people",1714934
MARYLAND,39.81672933,-76.58374313,9775,MD,03/16/2020,2SM,24,2.1,Closing: Entertainment,1714934
MARYLAND,39.11672933,-76.58374313,9775,MD,03/16/2020,4SM,24,2.1,Closing: Restaurants and Bars,1714934
MARYLAND,39.0956079,-76.69333681,9775,MD,03/23/2020,2SM,24,2.9,Closing: All Non-Essential Businesses,1714934
MARYLAND,40.94939217,-76.87168833,9775,MD,03/30/2020,1SM,24,3.9,Restricting: Stay at Home Order,1714934
MARYLAND,39.01672933,-76.78374313,9775,MD,05/15/2020,1L,24,2.7,Lifting: Stay at Home Order,1714934
MARYLAND,39.10277084,-76.88078967,9775,MD,05/15/2020,2E,24,2.7,"Easing: Non-Essential Businesses, Retail; Personal Care (50%)",1714934
MARYLAND,39.04422066,-76.98368965,9775,MD,05/29/2020,4E,24,2.55,Easing: Restaurant and Bar Outdoor Service Opens,1714934
MARYLAND,38.94939217,-76.87168833,9775,MD,06/05/2020,2E,24,2.5,"Easing: Non-Essential Businesses, Hair Salons",1714934
MARYLAND,39.21302349,-76.83165987,9775,MD,06/12/2020,2E,24,1.85,"Easing: Non-Essential Businesses, Entertainment",1714934
MARYLAND,39.21132913,-76.67258424,9775,MD,06/12/2020,4E,24,1.85,Easing: Restaurant and Bar Indoor Service (50%),1714934
MARYLAND,38.96449327,-76.66667637,9775,MD,06/19/2020,2E,24,1.75,"Easing: Non-Essential Businesses, Gyms (50%)",1714934
MARYLAND,39.10277084,-76.88078967,9775,MD,07/31/2020,15M,24,2.75,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1714934
MARYLAND,39.01672933,-76.78374313,9775,MD,09/04/2020,2E,24,2.65,"Easing: Non-Essential Businesses, Retail (75%); Entertainment",1714934
MARYLAND,39.01672933,-76.78374313,9775,MD,09/04/2020,3L,24,1.75,"Lifting: Indoor Gathering Limit, 10 People",1714934
MARYLAND,39.10277084,-76.88078967,9775,MD,09/21/2020,4E,24,1.75,Easing: Restaurant and Bar Indoor Service (75%),1714934
MARYLAND,39.10277084,-76.88078967,9775,MD,11/10/2020,3R,24,2.5,"Restricting: Indoor Gathering Limit, 25 people",1714934
MARYLAND,39.0956079,-76.69333681,9775,MD,11/11/2020,4R,24,2.5,Restricting: Restaurant Indoor Service (50%),1714934
MARYLAND,38.94939217,-76.87168833,9775,MD,11/20/2020,2R,24,2.6,"Restricting: Non-Essential Businesses, Retail (50%)",1714934
MARYLAND,39.21302349,-76.83165987,9775,MD,11/20/2020,4R,24,2.6,"Restricting: Restaurants and Bars, Alcohol Curfew",1714934
MARYLAND,39.01672933,-76.78374313,9775,MD,03/12/2021,2E,24,2,"Easing: Non-Essential Businesses, Retail; Hair, Personal Care; Gyms; Entertainment (100%)",1714934
MARYLAND,39.10277084,-76.88078967,9775,MD,03/12/2021,4E,24,2,Easing: Restaurant and Bar Indoor and Outdoor Service (100%),1714934
MARYLAND,39.01672933,-76.78374313,9775,MD,05/15/2021,15L,24,0.15,"Lifting: Mask Mandate, Indoor & Outdoor Spaces",1714934
MARYLAND,39.10277084,-76.88078967,9775,MD,05/15/2021,3L,24,0.15,Lifting: Indoor Gathering Limit,1714934
MARYLAND,39.063946,-76.802101,9775,MD,05/15/2021,4L,24,0.15,Lifting: Restaurant & Bar Restrictions,1714934
MASSACHUSETTS,42.26493694,-71.60056824,7838,MA,03/13/2020,3SM,25,0.9,Lifting: Restaurant & Bar Restrictions,606926
MASSACHUSETTS,42.12759309,-71.59241839,7838,MA,03/15/2020,4SM,25,1.9,"Restricting: Indoor Gathering Limit, 10 people",606926
MASSACHUSETTS,42.14111546,-71.4088392,7838,MA,03/23/2020,2SM,25,2.9,Closing: Restaurants and Bars,606926
MASSACHUSETTS,42.3621461,-71.41412944,7838,MA,03/24/2020,1SM,25,3.9,Closing: All Non-Essential Businesses,606926
MASSACHUSETTS,42.18789055,-71.51366733,7838,MA,05/06/2020,15M,25,4.9,Restricting: Stay at Home Order,606926
MASSACHUSETTS,42.18789055,-71.51366733,7838,MA,05/18/2020,1L,25,3.9,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",606926
MASSACHUSETTS,42.25852284,-71.43271245,7838,MA,05/25/2020,2E,25,3.7,Lifting: Stay at Home Order,606926
MASSACHUSETTS,42.14111546,-71.4088392,7838,MA,06/08/2020,4E,25,3.65,"Easing: Non-Essential Businesses, Retail; Hair, Personal Care; Entertainment",606926
MASSACHUSETTS,42.36366334,-71.55657466,7838,MA,06/22/2020,2E,25,3.25,Easing: Restaurants (Outdoor Dining Opens),606926
MASSACHUSETTS,42.21250782,-71.69271064,7838,MA,06/22/2020,4E,25,3.25,"Easing: Non-Essential Businesses, Retail",606926
MASSACHUSETTS,42.25852284,-71.43271245,7838,MA,07/06/2020,2E,25,3,Easing: Restaurant Indoor Service (~25%),606926
MASSACHUSETTS,42.12759309,-71.59241839,7838,MA,07/06/2020,3E,25,3,"Easing: Non-Essential Businesses, Gyms (25%); Entertainment",606926
MASSACHUSETTS,42.21250782,-71.69271064,7838,MA,08/11/2020,4E,25,3,"Easing: Indoor Gathering Limit, 25 people",606926
MASSACHUSETTS,42.18789055,-71.51366733,7838,MA,10/05/2020,2E,25,2.95,Easing: Restaurant Indoor Service,606926
MASSACHUSETTS,42.18789055,-71.51366733,7838,MA,11/06/2020,2R,25,3.15,"Easing: Non-Essential Businesses, Gyms (50%)",606926
MASSACHUSETTS,42.26493694,-71.60056824,7838,MA,11/06/2020,3R,25,3.15,Restricting: Non-Essential Businesses,606926
MASSACHUSETTS,42.25852284,-71.43271245,7838,MA,11/06/2020,4R,25,3.15,"Restricting: Indoor Gathering Limit, 10 people",606926
MASSACHUSETTS,42.12759309,-71.59241839,7838,MA,12/13/2020,2R,25,3.15,Restricting: Restaurant Service Curfew,606926
MASSACHUSETTS,42.36366334,-71.55657466,7838,MA,12/13/2020,4R,25,3.15,"Restricting: Non-Essential Businesses, Retail; Gyms; Entertainment",606926
MASSACHUSETTS,42.14111546,-71.4088392,7838,MA,12/26/2020,2R,25,3.25,Restricting: Restaurant Indoor Service,606926
MASSACHUSETTS,42.21250782,-71.69271064,7838,MA,12/26/2020,4R,25,3.25,"Restricting: Non-Essential Businesses, Retail; Personal Care; Gyms; Entertainment (25%)",606926
MASSACHUSETTS,42.25250782,-71.49271064,7838,MA,02/08/2021,2E,25,3.2,Restricting: Restaurant Indoor Service (25%),606926
MASSACHUSETTS,42.17250782,-71.59271064,7838,MA,02/08/2021,4E,25,3.2,Easing: All Non-Essential Businesses (40%),606926
MASSACHUSETTS,42.18789055,-71.51366733,7838,MA,03/01/2021,2E,25,3.2,Easing: Restaurant Indoor Service (40%),606926
MASSACHUSETTS,42.26493694,-71.60056824,7838,MA,03/22/2021,2E,25,2.8,"Easing: Non-Essential Businesses, Hair Salons and Personal Care (50%)",606926
MASSACHUSETTS,42.25852284,-71.43271245,7838,MA,03/22/2021,4E,25,2.8,"Easing: Non-Essential Businesses, Retail, Gyms, Entertainment (50%)",606926
MASSACHUSETTS,42.18789055,-71.51366733,7838,MA,05/29/2021,15L,25,0.9,Easing: Restaurant Indoor Service (100%),606926
MASSACHUSETTS,42.26493694,-71.60056824,7838,MA,07/14/2021,3L,25,0.9,"Lifting: Mask Mandate, Indoor & Outdoor Spaces",606926
MICHIGAN,43.05111566,-84.70345275,56539,MI,03/16/2020,2SM,26,2.25,Lifting: Indoor Gathering Limit,1779789
MICHIGAN,43.31999188,-84.72534151,56539,MI,03/16/2020,3SM,26,2.25,"Closing: Non-Essential Businesses, Retail",1779789
MICHIGAN,43.45999188,-84.72534151,56539,MI,03/16/2020,4SM,26,2.25,"Restricting: Indoor Gathering Limit, Own Household",1779789
MICHIGAN,43.41999188,-84.72534151,56539,MI,03/21/2020,2SM,26,3,Closing: Restaurants and Bars,1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,03/24/2020,1SM,26,4,Closing: All Non-Essential Businesses,1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,04/24/2020,15M,26,4.8,Restricting: Stay at Home Order,1779789
MICHIGAN,43.68107491,-84.22460677,56539,MI,05/21/2020,3E,26,4.7,"Restricting: Mask Mandate, Indoor Spaces",1779789
MICHIGAN,43.05111566,-84.70345275,56539,MI,05/22/2020,2E,26,4.65,"Easing: Indoor Gathering Limit, 10 people",1779789
MICHIGAN,43.68514987,-84.60718417,56539,MI,05/26/2020,2E,26,4.55,"Easing: Non-Essential Businesses, Retail",1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,06/01/2020,1L,26,3.55,"Easing: Non-Essential Businesses, Retail",1779789
MICHIGAN,43.08743386,-84.21039831,56539,MI,06/04/2020,2E,26,3.45,Lifting: Stay at Home Order,1779789
MICHIGAN,43.7107207,-84.90284691,56539,MI,06/08/2020,4E,26,2.9,"Easing: Non-Essential Businesses, Retail",1779789
MICHIGAN,43.41999188,-84.72534151,56539,MI,06/10/2020,2E,26,2.05,Easing: Restaurant and Bar Indoor Service (~25%),1779789
MICHIGAN,43.7107207,-84.90284691,56539,MI,06/10/2020,3E,26,2.05,"Easing: Non-Essential Businesses, Hair; Gyms; Entertainment",1779789
MICHIGAN,43.27917848,-84.9728163,56539,MI,06/15/2020,2E,26,1.95,"Easing: Indoor Gathering Limit, 50 people",1779789
MICHIGAN,43.68514987,-84.60718417,56539,MI,07/10/2020,15M,26,2.15,"Easing: Non-Essential Businesses, Hair Salons and Personal Care",1779789
MICHIGAN,43.08743386,-84.21039831,56539,MI,07/31/2020,3R,26,2.7,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779789
MICHIGAN,43.27917848,-84.9728163,56539,MI,07/31/2020,4R,26,2.7,"Restricting: Indoor Gathering Limit, 10 people",1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,09/25/2020,2E,26,2.7,Restricting: Bar Indoor Service Closes,1779789
MICHIGAN,43.41999188,-84.72534151,56539,MI,10/05/2020,3SR,26,2.7,"Easing: Non-Essential Businesses, Entertainment",1779789
MICHIGAN,43.40276497,-84.27451675,56539,MI,10/05/2020,4R,26,2.7,"Restricting: Indoor Gathering Limit, 10 people",1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,11/18/2020,2R,26,3.35,Restricting: Bar Indoor Services Close,1779789
MICHIGAN,43.41999188,-84.72534151,56539,MI,11/18/2020,3R,26,3.35,"Restricting: Non-Essential Businesses, Gyms; Entertainment",1779789
MICHIGAN,43.40276497,-84.27451675,56539,MI,11/18/2020,4R,26,3.35,"Restricting: Indoor Gathering Limit, 2 households",1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,12/18/2020,2E,26,3.35,Restricting: Restaurant Indoor Service Closes (Outside Dining Open),1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,01/16/2021,2E,26,3.3,Easing: Non-essential Businesses; Entertainment (~20%),1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,02/01/2021,4E,26,2.95,"Easing: Non-essential Businesses; Entertainment, Gyms",1779789
MICHIGAN,43.41999188,-84.72534151,56539,MI,03/05/2021,2E,26,2.55,"Easing: Restaurant and Bar Indoor Service (25%), Service Curfew",1779789
MICHIGAN,43.40276497,-84.27451675,56539,MI,03/05/2021,3E,26,2.55,"Easing: Non-Essential Businesses, Retail, Entertainment (50%); Gyms (30%)",1779789
MICHIGAN,43.05111566,-84.70345275,56539,MI,03/05/2021,4E,26,2.55,"Easing: Indoor Gathering Limit, 25 people",1779789
MICHIGAN,43.21306176,-84.49194425,56539,MI,05/06/2021,15E,26,2.35,Easing: Outdoor Mask Mandate,1779789
MICHIGAN,43.326618,-84.536095,56539,MI,06/01/2021,4E,26,2.3,Easing: Restaurant & Bar Service Curfew,1779789
MICHIGAN,43.326618,-84.536095,56539,MI,06/22/2021,15E,26,0.5,"Easing: Mask Mandate, Required for Unvaccinated Individuals only",1779789
MICHIGAN,43.326618,-84.536095,56539,MI,06/22/2021,2L,26,0.5,Lifting: All Non-Essential Business Restrictions,1779789
MICHIGAN,43.326618,-84.536095,56539,MI,06/22/2021,3L,26,0.5,Lifting: Indoor Gathering Limit,1779789
MICHIGAN,43.326618,-84.536095,56539,MI,06/22/2021,4L,26,0.5,Lifting: Restaurant & Bar Restictions ,1779789
MINNESOTA,45.55970057,-93.84779977,79617,MN,03/17/2020,2SM,27,2,Closing: All Non-Essential Businesses,662849
MINNESOTA,45.36752448,-94.09878991,79617,MN,03/17/2020,4SM,27,2,Closing: Restaurants and Bars,662849
MINNESOTA,45.09846184,-93.88787419,79617,MN,03/27/2020,1SM,27,4,Restricting: Stay at Home Order,662849
MINNESOTA,45.09846184,-93.88787419,79617,MN,03/27/2020,3SM,27,4,"Restricting: Indoor Gathering Limit, Own Household",662849
MINNESOTA,45.80525769,-94.12476458,79617,MN,04/27/2020,2E,27,3.95,Easing: Non-Essential Businesses,662849
MINNESOTA,45.78481509,-93.58978574,79617,MN,05/04/2020,2E,27,3.9,"Easing: Non-Essential Businesses, Retail",662849
MINNESOTA,45.55970057,-93.84779977,79617,MN,05/17/2020,1L,27,2.9,Lifting: Stay at Home Order,662849
MINNESOTA,45.36752448,-94.09878991,79617,MN,05/18/2020,2E,27,2.65,"Easing: Non-Essential Businesses, Retail",662849
MINNESOTA,45.63815909,-94.41843473,79617,MN,05/18/2020,3E,27,2.65,"Easing: Indoor Gathering Limit, 10 people",662849
MINNESOTA,46.11991192,-93.98455117,79617,MN,06/01/2020,2E,27,2.45,"Easing: Non-Essential Businesses, Hair Salons; Personal care (25%)",662849
MINNESOTA,46.15025598,-94.33540437,79617,MN,06/01/2020,4E,27,2.45,Easing: Restaurants and Bars (Outdoor Service Only),662849
MINNESOTA,45.41062209,-93.51369851,79617,MN,06/10/2020,2E,27,1.95,"Easing: Non-Essential Businesses, Hair and Personal Care (50%); Gyms and Entertainment (25%",662849
MINNESOTA,45.09846184,-93.88787419,79617,MN,06/10/2020,3E,27,1.95,"Easing: Indoor Gathering Limit, 10 people",662849
MINNESOTA,45.65018054,-93.23912319,79617,MN,06/10/2020,4E,27,1.95,Easing: Restaurant Indoor Service (50%),662849
MINNESOTA,45.55970057,-93.84779977,79617,MN,07/25/2020,15M,27,2.75,"Restricting: Mask Mandate, Indoor Spaces",662849
MINNESOTA,45.55970057,-93.84779977,79617,MN,11/13/2020,3R,27,2.8,"Restricting: Indoor Gathering Limit, 3 households",662849
MINNESOTA,45.80525769,-94.12476458,79617,MN,11/13/2020,4R,27,2.8,Restricting: Restaurant Service Curfew,662849
MINNESOTA,45.78481509,-93.58978574,79617,MN,11/20/2020,2R,27,3.45,"Restricting: Non-Essential Businesses, Gyms; Entertainment",662849
MINNESOTA,45.36752448,-94.09878991,79617,MN,11/20/2020,3R,27,3.45,"Restricting: Indoor Gathering Limit, Own Household",662849
MINNESOTA,46.11991192,-93.98455117,79617,MN,11/20/2020,4R,27,3.45,Restricting: Restaurant and Bar Indoor and Outdoor Service Closes,662849
MINNESOTA,45.66970057,-93.64779977,79617,MN,12/18/2020,2E,27,2.6,"Easing: Non-Essential Businesses, Gyms, Entertainment (25%, 100 ppl max.)",662849
MINNESOTA,46.35970057,-93.34779977,79617,MN,12/18/2020,3E,27,2.6,"Easing: Indoor Gathering Limit, 10 people",662849
MINNESOTA,45.78597006,-93.81779977,79617,MN,12/18/2020,4E,27,2.6,"Easing: Restaurant and Bar Indoor Service (50%, 100 ppl max.), Outdoor Service Open",662849
MINNESOTA,45.15970057,-93.82779977,79617,MN,01/10/2021,2E,27,2.6,"Easing: Non-Essential Businesses, Gyms, Entertainment (25%, 150 ppl max.)",662849
MINNESOTA,45.95970057,-94.24779977,79617,MN,01/10/2021,4E,27,2.6,"Easing: Restaurant and Bar Indoor Service (50%, 150 ppl max.)",662849
MINNESOTA,45.55970057,-93.84779977,79617,MN,02/13/2021,2E,27,2.6,"Easing: Non-Essential Businesses, Gyms, Entertainment (25%, 250 ppl max.)",662849
MINNESOTA,45.80525769,-94.12476458,79617,MN,02/13/2021,4E,27,2.6,"Easing: Restaurant and Bar Indoor Service (50%, 250 ppl max.)",662849
MINNESOTA,45.55970057,-93.84779977,79617,MN,03/15/2021,2E,27,2.35,"Easing: Non-Essential Businesses, Hair Salons, Personal Care (100%); Gyms, Entertainment (50%)",662849
MINNESOTA,45.80525769,-94.12476458,79617,MN,03/15/2021,3E,27,2.35,"Easing: Indoor Gathering Limit, 15 people",662849
MINNESOTA,45.78481509,-93.58978574,79617,MN,03/15/2021,4E,27,2.35,Easing: Restaurants and Bars Indoor Service (75%),662849
MINNESOTA,45.55970057,-93.84779977,79617,MN,05/07/2021,3E,27,1.2,"Easing: Indoor Gathering Limit, 50 people",662849
MINNESOTA,45.80525769,-94.12476458,79617,MN,05/13/2021,15L,27,1.2,"Lifting: Mask Mandate, Indoor & Outdoor Spaces ",662849
MISSISSIPPI,32.82670153,-89.85108322,46914,MS,03/25/2020,3SM,28,1.9,"Restricting: Indoor Gathering Limit, 10 people",1779790
MISSISSIPPI,33.06823754,-89.74345209,46914,MS,03/25/2020,4SM,28,1.9,Closing: Restaurants and Bars,1779790
MISSISSIPPI,32.72376992,-89.38201447,46914,MS,04/03/2020,1SM,28,3.9,Restricting: Stay at Home Order,1779790
MISSISSIPPI,32.72376992,-89.38201447,46914,MS,04/03/2020,2SM,28,3.9,Closing: All Non-Essential Businesses,1779790
MISSISSIPPI,32.82670153,-89.85108322,46914,MS,04/17/2020,2E,28,3.85,"Easing: Non-Essential Businesses, Retail",1779790
MISSISSIPPI,32.63820608,-89.63847848,46914,MS,04/27/2020,1L,28,2.8,Lifting: Stay at Home Order,1779790
MISSISSIPPI,32.81100931,-89.44042083,46914,MS,04/27/2020,2E,28,2.8,"Easing: Non-Essential Businesses, Retail",1779790
MISSISSIPPI,32.28414834,-89.66924056,46914,MS,05/07/2020,4E,28,2.25,Easing: Restaurant and Bar Indoor Service (50%) with Alcohol Curfew,1779790
MISSISSIPPI,32.49068718,-89.83114445,46914,MS,05/11/2020,2E,28,2.15,"Easing: Non-Essential Businesses, Hair Salons; Gyms",1779790
MISSISSIPPI,33.09153036,-90.01277529,46914,MS,05/15/2020,4E,28,2.15,Easing: Restaurant Indoor Service,1779790
MISSISSIPPI,33.06823754,-89.74345209,46914,MS,05/25/2020,2E,28,2.1,"Easing: Non-Essential Businesses, Entertainment",1779790
MISSISSIPPI,32.52376992,-89.38201447,46914,MS,06/01/2020,2E,28,1.9,"Easing: Non-Essential Businesses, Entertainment",1779790
MISSISSIPPI,33.06452561,-89.39495715,46914,MS,06/01/2020,3E,28,1.9,"Easing: Indoor Gathering Limit, 20 people",1779790
MISSISSIPPI,32.70766065,-89.17124397,46914,MS,06/01/2020,4E,28,1.9,Easing: Bar Indoor Service (50%),1779790
MISSISSIPPI,32.6984327,-90.07651136,46914,MS,06/10/2020,2E,28,1.8,"Easing: Non-Essential Businesses, Gyms (50%)",1779790
MISSISSIPPI,32.40914136,-90.09431333,46914,MS,06/10/2020,4E,28,1.8,"Easing: Restaurants and Bars, Alcohol Curfew Removal",1779790
MISSISSIPPI,32.63820608,-89.63847848,46914,MS,07/13/2020,3R,28,1.9,"Restricting: Indoor Gathering Limit, 10 people",1779790
MISSISSIPPI,32.82670153,-89.85108322,46914,MS,07/24/2020,4R,28,1.95,"Restricting: Restaurants and Bars, Alcohol Curfew",1779790
MISSISSIPPI,32.81100931,-89.44042083,46914,MS,08/04/2020,15M,28,2.95,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779790
MISSISSIPPI,32.63820608,-89.63847848,46914,MS,09/14/2020,2E,28,2.85,"Easing: Non-Essential Businesses, Retail and Gyms (75%)",1779790
MISSISSIPPI,32.82670153,-89.85108322,46914,MS,09/14/2020,3R,28,2.85,"Restricting: Indoor Gathering Limit, 10 people",1779790
MISSISSIPPI,32.72670153,-89.85108322,46914,MS,09/14/2020,4E,28,2.85,Easing: Restaurant Indoor Service (75%),1779790
MISSISSIPPI,32.81100931,-89.44042083,46914,MS,09/30/2020,15L,28,1.85,"Lifting: Mask Mandate, Indoor & Outdoor Spaces",1779790
MISSISSIPPI,32.49068718,-89.83114445,46914,MS,09/30/2020,3E,28,1.75,"Easing: Indoor Gathering Limit, 20 people",1779790
MISSISSIPPI,32.63820608,-89.63847848,46914,MS,12/11/2020,15M,28,2.4,"Restricting: Mask Mandate, Indoor Spaces",1779790
MISSISSIPPI,32.63820608,-89.63847848,46914,MS,12/11/2020,2R,28,2.4,"Restricting: Non-Essential Businesses, Retail; Hair, Personal Care; Gyms; Entertainment (75%)",1779790
MISSISSIPPI,32.82670153,-89.85108322,46914,MS,12/11/2020,3R,28,2.4,"Restricting: Indoor Gathering Limit, 10 people",1779790
MISSISSIPPI,32.82670153,-89.85108322,46914,MS,12/11/2020,4R,28,2.4,Restricting: Restaurant and Bar Indoor Service,1779790
MISSISSIPPI,32.81100931,-89.44042083,46914,MS,03/03/2021,15L,28,0,"Lifting: Mask Mandate, Indoor Spaces",1779790
MISSISSIPPI,32.49068718,-89.83114445,46914,MS,03/03/2021,2L,28,0,Lifting: All Non-Essential Businesses Restrictions,1779790
MISSISSIPPI,33.06823754,-89.74345209,46914,MS,03/03/2021,3L,28,0,"Lifting: Indoor Gathering Limit, 10 People",1779790
MISSISSIPPI,32.52376992,-89.38201447,46914,MS,03/03/2021,4L,28,0,Lifting: Restaurant & Bar Restrictions,1779790
