STATE,LATITUDE,LONGITUDE,SQMI,STUSAB,DATE,EVENT_CATG_S,STATEFP,SCORE,SHORT_DESCRIPT,GNISID
MISSOURI,38.55916031,-92.49727699,68898,MO,03/23/2020,3SM,29,1.9,"Restricting: Indoor Gathering Limit, 10 people",1779791
MISSOURI,38.85186789,-92.36684325,68898,MO,03/23/2020,4SM,29,1.9,Closing: Restaurants and Bars,1779791
MISSOURI,38.19204992,-91.92883183,68898,MO,04/06/2020,1SM,29,3.9,Restricting: Stay at Home Order,1779791
MISSOURI,38.19204992,-91.92883183,68898,MO,04/06/2020,2SM,29,3.9,Closing: All Non-Essential Businesses,1779791
MISSOURI,38.33073041,-92.23963004,68898,MO,05/03/2020,1L,29,2.9,Lifting: Stay at Home Order,1779791
MISSOURI,38.55916031,-92.49727699,68898,MO,05/04/2020,2E,29,1.15,"Easing: Non-Essential Businesses, Retail; Hair, Personal Care; Gyms; Entertainment",1779791
MISSOURI,38.15195831,-92.47311402,68898,MO,05/04/2020,3L,29,1.15,"Lifting: Indoor Gathering Limit, 10 People",1779791
MISSOURI,38.54014355,-91.9996121,68898,MO,06/16/2020,2L,29,0,Lifting: All Non-Essential Businesses Restrictions,1779791
MISSOURI,38.85186789,-92.36684325,68898,MO,06/16/2020,4L,29,0,Lifting: Restaurant & Bar Restrictions,1779791
MONTANA,46.73972348,-110.3835129,145556,MT,03/15/2020,3SM,30,0.5,"Restricting: Indoor Gathering Limit, 50 people",767982
MONTANA,47.07174383,-110.7579999,145556,MT,03/20/2020,2SM,30,1.7,Closing: Gyms,767982
MONTANA,47.04410317,-110.0346495,145556,MT,03/20/2020,4SM,30,1.7,Closing: Restaurants and Bars,767982
MONTANA,46.4798802,-110.7228793,145556,MT,03/26/2020,1SM,30,3.5,Restricting: Stay at Home Order,767982
MONTANA,47.49719107,-110.5684159,145556,MT,03/26/2020,2SM,30,3.5,Closing: All Non-Essential Businesses,767982
MONTANA,46.73972348,-110.3835129,145556,MT,04/26/2020,1L,30,2.5,Lifting: Stay at Home Order,767982
MONTANA,47.07174383,-110.7579999,145556,MT,04/27/2020,2E,30,2.1,"Easing: Non-Essential Businesses, Retail; Hair; Personal Care",767982
MONTANA,46.53815292,-109.9317711,145556,MT,05/04/2020,4E,30,1.55,Easing: Restaurants and Bars Indoor Service (~25%),767982
MONTANA,47.04410317,-110.0346495,145556,MT,05/15/2020,2E,30,1.4,"Easing: Non-Essential Businesses, Gyms; Entertainment",767982
MONTANA,46.4798802,-110.7228793,145556,MT,06/01/2020,2E,30,1.1,"Easing: Non-Essential Businesses, Gyms and Entertainment (75%)",767982
MONTANA,47.49719107,-110.5684159,145556,MT,06/01/2020,3E,30,1.1,"Easing: Indoor Gathering Limit, 50 people",767982
MONTANA,46.84580807,-111.1550744,145556,MT,06/01/2020,4E,30,1.1,Easing: Restaurants and Bars Indoor Service (75%),767982
MONTANA,46.73972348,-110.3835129,145556,MT,07/15/2020,15M,30,2.1,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",767982
MONTANA,46.73972348,-110.3835129,145556,MT,11/20/2020,3R,30,2.4,"Restricting: Indoor Gathering Limit, 25 people",767982
MONTANA,47.07174383,-110.7579999,145556,MT,11/20/2020,4R,30,2.4,"Restricting: Restaurants and Bars (50%), Service Curfew",767982
MONTANA,46.73972348,-110.3835129,145556,MT,01/15/2021,2L,30,1,Lifting: All Non-Essential Businesses Restrictions,767982
MONTANA,47.07174383,-110.7579999,145556,MT,01/15/2021,3L,30,1,"Lifting: Indoor Gathering Limit, 25 people",767982
MONTANA,47.04410317,-110.0346495,145556,MT,01/15/2021,4L,30,1,Lifting: Restaurant & Bar Restrictions,767982
MONTANA,46.73972348,-110.3835129,145556,MT,02/10/2021,15L,30,0,"Lifting: Mask Mandate, Indoor & Outdoor Spaces ",767982
NEBRASKA,40.99295476,-98.21659886,76878,NE,04/03/2020,3SM,31,1.9,"Restricting: Indoor Gathering Limit, 10 people",1779792
NEBRASKA,41.23425107,-98.48875788,76878,NE,04/03/2020,4SM,31,1.9,Closing: Restaurants and Bars,1779792
NEBRASKA,40.80411325,-98.46323391,76878,NE,04/09/2020,2SM,31,2.9,Closing: All Non-Essential Businesses,1779792
NEBRASKA,40.99295476,-98.21659886,76878,NE,05/04/2020,2E,31,2.5,"Easing: Non-Essential Businesses, Personal Care",1779792
NEBRASKA,41.0700519,-98.77733237,76878,NE,05/04/2020,4E,31,2.5,Easing: Restaurant Indoor Service,1779792
NEBRASKA,41.23425107,-98.48875788,76878,NE,05/18/2020,2E,31,2.45,"Easing: Non-Essential Businesses, Personal Care",1779792
NEBRASKA,41.53869381,-97.90486295,76878,NE,05/18/2020,4E,31,2.45,Easing: Restaurant Indoor Service,1779792
NEBRASKA,41.21416318,-97.9630618,76878,NE,06/01/2020,2E,31,1.85,"Easing: Non-Essential Businesses, Hair Salons; Gyms",1779792
NEBRASKA,41.54344552,-98.3509774,76878,NE,06/01/2020,3E,31,1.85,"Easing: Indoor Gathering Limit, 25 people",1779792
NEBRASKA,40.53971928,-98.25597792,76878,NE,06/01/2020,4E,31,1.85,Easing: Restaurants and Bars Indoor Service (50%),1779792
NEBRASKA,40.80411325,-98.46323391,76878,NE,06/22/2020,2E,31,0.65,"Easing: Non-Essential Businesses, Retail; Gyms (75%); Entertainment",1779792
NEBRASKA,40.84646304,-97.8882948,76878,NE,06/22/2020,3E,31,0.65,"Easing: Indoor Gathering Limit, 500 people",1779792
NEBRASKA,41.57326307,-98.69574272,76878,NE,06/22/2020,4E,31,0.65,Easing: Restaurant and Bar Indoor Service (100%),1779792
NEBRASKA,40.99295476,-98.21659886,76878,NE,11/11/2020,3R,31,0.6,"Restricting: Indoor Gathering Limit, 25%",1779792
NEBRASKA,40.99295476,-98.21659886,76878,NE,11/11/2020,4R,31,0.6,Restricting: Restaurant and Bar Indoor Service,1779792
NEBRASKA,41.23425107,-98.48875788,76878,NE,12/12/2020,3E,31,0.6,"Easing: Indoor Gathering Limit, 50%",1779792
NEBRASKA,41.21416318,-97.9630618,76878,NE,12/24/2020,3E,31,0.6,"Easing: Indoor Gathering Limit, 75%",1779792
NEBRASKA,41.23425107,-98.48875788,76878,NE,01/30/2021,2L,31,0,Lifting: All Non-Essential Businesses Restrictions,1779792
NEBRASKA,41.21416318,-97.9630618,76878,NE,01/30/2021,3L,31,0,Lifting: Indoor Gathering Limit,1779792
NEBRASKA,40.80411325,-98.46323391,76878,NE,01/30/2021,4L,31,0,Lifting: Restaurant & Bar Restrictions,1779792
NEVADA,38.41963362,-116.6908379,109806,NV,03/17/2020,2SM,32,2,Closing: All Non-Essential Businesses,1779793
NEVADA,37.9295742,-117.2886042,109806,NV,03/17/2020,4SM,32,2,Closing: Restaurants and Bars,1779793
NEVADA,38.81316597,-117.1544441,109806,NV,03/24/2020,3SM,32,2.9,"Restricting: Indoor Gathering Limit, 10 people",1779793
NEVADA,38.8074871,-116.6212832,109806,NV,04/01/2020,1SM,32,3.9,Restricting: Stay at Home Order,1779793
NEVADA,38.15526272,-116.9938454,109806,NV,05/09/2020,1L,32,2.35,Lifting: Stay at Home Order,1779793
NEVADA,38.41963362,-116.6908379,109806,NV,05/09/2020,2E,32,2.35,"Easing: Non-Essential Businesses, Retail",1779793
NEVADA,37.98018734,-116.6014822,109806,NV,05/09/2020,4E,32,2.35,Easing: Restaurant Indoor Service (50%),1779793
NEVADA,37.9295742,-117.2886042,109806,NV,05/29/2020,2E,32,1.5,"Easing: Non-Essential Businesses, Hair, Personal Care; Gyms; Entertainment",1779793
NEVADA,38.81316597,-117.1544441,109806,NV,05/29/2020,3E,32,1.5,"Easing: Indoor Gathering Limit, 50 people",1779793
NEVADA,38.24740316,-117.66399,109806,NV,05/29/2020,4E,32,1.5,Easing: Bar Indoor Service (~25%),1779793
NEVADA,38.15526272,-116.9938454,109806,NV,06/26/2020,15M,32,2.5,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779793
NEVADA,38.05526272,-117.4938454,109806,NV,07/10/2020,4R,32,2.55,Restricting: Bars Close in 6/17 NV CNTYs,1779793
NEVADA,38.15526272,-116.9938454,109806,NV,09/17/2020,4E,32,2.45,Easing: Bar Indoor Service (50%) in 4/7 NV CNTYs Originally Closed In as well as everywhere else,1779793
NEVADA,38.44364109,-117.3191084,109806,NV,10/01/2020,3E,32,2.05,"Easing: Indoor Gathering Limit, 250 people",1779793
NEVADA,38.15526272,-116.9938454,109806,NV,11/24/2020,2R,32,3.05,"Restricting: Non-Essential Businesses, Gyms (25%)",1779793
NEVADA,38.44364109,-117.3191084,109806,NV,11/24/2020,3R,32,3.05,"Restricting: Indoor Gathering Limit, 10 people",1779793
NEVADA,38.41963362,-116.6908379,109806,NV,11/24/2020,4R,32,3.05,Restricting: Restaurant and Bar Indoor Service (25%),1779793
NEVADA,38.15526272,-116.9938454,109806,NV,02/15/2021,2E,32,2.85,"Easing: Non-Essential Businesses, Retail (50%); Hair, Personal Care (100%); Gyms, Entertainment (35%)",1779793
NEVADA,38.44364109,-117.3191084,109806,NV,02/15/2021,4E,32,2.85,"Easing: Restaurants and Bars Indoor Service (35%), Outside Service (100%)",1779793
NEVADA,38.41963362,-116.6908379,109806,NV,03/15/2021,2E,32,2.6,"Easing: Non-Essential Businesses, Gyms and Entertainment (50%)",1779793
NEVADA,37.9295742,-117.2886042,109806,NV,03/15/2021,4E,32,2.6,Easing: Restaurants and Bars Indoor Service (50%),1779793
NEVADA,38.313515,-117.055374,109806,NV,05/01/2021,2L,32,1,Lifting: All Non-Essential Business Restrictions,1779793
NEVADA,38.313515,-117.055374,109806,NV,05/01/2021,3L,32,1,Lifting: Indoor Gathering Limit,1779793
NEVADA,38.313515,-117.055374,109806,NV,05/01/2021,4L,32,1,Lifting: Restaurant & Bar Restictions ,1779793
NEVADA,38.15526272,-116.9938454,109806,NV,05/13/2021,15L,32,0.5,"Easing: Mask Mandate, Vaccinated Individuals ",1779793
NEVADA,38.313515,-117.055374,109806,NV,07/29/2021,15M,32,0.8,"Restricting: Mask Mandate, Indoor Spaces",1779793
NEW HAMPSHIRE,43.31726384,-71.54631126,8969,NH,03/16/2020,3SM,33,1.5,"Restricting: Indoor Gathering Limit, 50 people",1779794
NEW HAMPSHIRE,43.40726384,-71.54631126,8969,NH,03/16/2020,4SM,33,1.5,Closing: Restaurants and Bars,1779794
NEW HAMPSHIRE,43.48282048,-71.45971235,8969,NH,03/26/2020,1SM,33,2.5,Restricting: Stay at Home Order,1779794
NEW HAMPSHIRE,43.34276254,-71.6305527,8969,NH,04/06/2020,2SM,33,3.5,Closing: All Non-Essential Businesses,1779794
NEW HAMPSHIRE,43.48968176,-71.63927074,8969,NH,05/11/2020,2E,33,3.35,"Easing: Non-Essential Businesses, Retail (50%); Hair Salons",1779794
NEW HAMPSHIRE,43.48282048,-71.45971235,8969,NH,06/01/2020,2E,33,3.2,"Easing: Non-Essential Businesses, Personal Care; Gyms",1779794
NEW HAMPSHIRE,43.40726384,-71.54631126,8969,NH,06/15/2020,1L,33,1.6,Lifting: Stay at Home Order,1779794
NEW HAMPSHIRE,43.34276254,-71.6305527,8969,NH,06/15/2020,2E,33,1.6,"Easing: Non-Essential Businesses, Gyms (50%); Entertainment",1779794
NEW HAMPSHIRE,43.43359738,-71.73783715,8969,NH,06/15/2020,4E,33,1.6,Easing: Restaurant Indoor Service (50%),1779794
NEW HAMPSHIRE,43.59529118,-71.59221001,8969,NH,06/29/2020,2E,33,1.5,"Easing: Non-Essential Businesses, Entertainment",1779794
NEW HAMPSHIRE,43.48968176,-71.63927074,8969,NH,08/21/2020,4E,33,1.35,Easing: Restaurant Indoor Service (100%),1779794
NEW HAMPSHIRE,43.40726384,-71.54631126,8969,NH,11/20/2020,15M,33,2.35,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779794
NEW HAMPSHIRE,43.40726384,-71.54631126,8969,NH,03/11/2021,2E,33,2.2,"Easing: Non-Essential Businesses, Retail (100%)",1779794
NEW HAMPSHIRE,43.40726384,-71.54631126,8969,NH,04/16/2021,15L,33,1.2,"Lifting: Mask Mandate, Indoor & Outdoor Spaces ",1779794
NEW HAMPSHIRE,43.40726384,-71.54631126,8969,NH,05/08/2021,2L,33,0.65,Lifting: All Non-Essential Businesses Restrictions,1779794
NEW HAMPSHIRE,43.48968176,-71.63927074,8969,NH,05/08/2021,4L,33,0.65,Lifting: Restaurant & Bar Restrictions,1779794
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,03/12/2020,3SM,34,1,"Restricting: Indoor Gathering Limit, Own Household",1779795
NEW JERSEY,40.21226149,-74.40303003,7419,NJ,03/16/2020,2SM,34,2.4,Closing: Non Essential Businesses: Gyms and Entertainment,1779795
NEW JERSEY,40.41226149,-74.40303003,7419,NJ,03/16/2020,4SM,34,2.4,Closing: Restaurants and Bars,1779795
NEW JERSEY,40.28171942,-74.67920973,7419,NJ,03/17/2020,2SM,34,3,Closing: All Non-Essential Businesses,1779795
NEW JERSEY,40.42730313,-74.40817693,7419,NJ,03/21/2020,1SM,34,4,Restricting: Stay at Home Order,1779795
NEW JERSEY,40.33272793,-74.58956401,7419,NJ,05/18/2020,2E,34,3.95,"Easing: Non-Essential Businesses, Retail",1779795
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,06/09/2020,1L,34,2.45,Lifting: Stay at Home Order,1779795
NEW JERSEY,40.42730313,-74.40817693,7419,NJ,06/09/2020,3E,34,2.45,"Easing: Indoor Gathering Limit, 50 people",1779795
NEW JERSEY,40.19910552,-74.58163498,7419,NJ,06/15/2020,2E,34,2.25,"Easing: Non-Essential Businesses, Retail (50%)",1779795
NEW JERSEY,40.43804207,-74.65386389,7419,NJ,06/15/2020,4E,34,2.25,Easing: Restaurants and Bars (Outdoor Dining/Service Only),1779795
NEW JERSEY,40.42877925,-74.54676247,7419,NJ,06/22/2020,2E,34,1.95,"Easing: Non-Essential Businesses, Hair Salons and Personal Care",1779795
NEW JERSEY,40.11697148,-74.51725087,7419,NJ,06/22/2020,3E,34,1.95,"Easing: Indoor Gathering Limit, 100 people",1779795
NEW JERSEY,40.21226149,-74.40303003,7419,NJ,06/29/2020,2E,34,1.9,"Easing: Non-Essential Businesses, Retail (50%)",1779795
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,07/02/2020,2E,34,1.85,"Easing: Non-Essential Businesses, Gyms; Entertainment",1779795
NEW JERSEY,40.19910552,-74.58163498,7419,NJ,07/08/2020,15M,34,2.85,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779795
NEW JERSEY,40.42877925,-74.54676247,7419,NJ,08/04/2020,3R,34,3.35,"Restricting: Indoor Gathering Limit, 25 people",1779795
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,09/01/2020,2E,34,3.3,"Easing: Non-Essential Businesses, Gyms",1779795
NEW JERSEY,40.33272793,-74.58956401,7419,NJ,09/04/2020,2E,34,2.95,"Easing: Non-Essential Businesses, Entertainment",1779795
NEW JERSEY,40.32648762,-74.42625641,7419,NJ,09/04/2020,4E,34,2.95,"Easing: Restaurants and Bars Indoor Service (25%): Restricting: Restaurants and Bars, Alcohol Curfew",1779795
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,11/12/2020,4R,34,3,"Restricting: Restaurant and Bar Indoor Service, Seating Service Only",1779795
NEW JERSEY,40.33272793,-74.58956401,7419,NJ,11/17/2020,3R,34,3.15,"Restricting: Indoor Gathering Limit, 10 people",1779795
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,02/05/2021,4E,34,3.1,"Easing: Restaurants and Bars Indoor Service (35%), Service Curfew Removal",1779795
NEW JERSEY,40.32648762,-74.42625641,7419,NJ,03/19/2021,3E,34,2.85,"Easing: Indoor Gathering Limit, 25 people",1779795
NEW JERSEY,40.19910552,-74.58163498,7419,NJ,03/19/2021,4E,34,2.85,Easing: Restaurants and Bars Indoor Service (Seating Service Only) (50%),1779795
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,04/02/2021,3E,34,2.2,"Easing: Indoor Gathering Limit, 150 people",1779795
NEW JERSEY,40.25776918,-74.50501775,7419,NJ,05/19/2021,2E,34,1.25,Easing: All Non-Essential Businesses (100%),1779795
NEW JERSEY,40.33272793,-74.58956401,7419,NJ,05/19/2021,3E,34,1.25,"Easing: Indoor Gathering Limit, 50 people",1779795
NEW JERSEY,40.32648762,-74.42625641,7419,NJ,05/28/2021,4L,34,-0.15,Lifting: Restaurant & Bar Restrictions,1779795
NEW JERSEY,40.19910552,-74.58163498,7419,NJ,05/28/2021,15L,34,-0.15,"Lifting: Mask Mandate, Indoor & Outdoor Spaces",1779795
NEW MEXICO,34.43687151,-106.4936809,121365,NM,03/16/2020,3SM,35,1.9,"Restricting: Indoor Gathering Limit, 10 people",897535
NEW MEXICO,34.43687151,-106.4936809,121365,NM,03/16/2020,4SM,35,1.9,Closing: Restaurants and Bars,897535
NEW MEXICO,34.10467334,-106.2332738,121365,NM,03/24/2020,1SM,35,3.9,Restricting: Stay at Home Order,897535
NEW MEXICO,35.31672837,-105.3761196,121365,NM,03/24/2020,2SM,35,3.9,Closing: All Non-Essential Businesses,897535
NEW MEXICO,34.95207932,-105.8652389,121365,NM,05/01/2020,2E,35,3.85,"Easing: Non-Essential Businesses, Retail",897535
NEW MEXICO,34.67414169,-106.1837959,121365,NM,05/16/2020,15M,35,4.6,"Restricting: Mask Mandate, Indoor Spaces",897535
NEW MEXICO,34.97731877,-106.5257505,121365,NM,05/16/2020,2E,35,4.6,"Easing: Non-Essential Businesses, Retail",897535
NEW MEXICO,34.49008196,-105.7712978,121365,NM,05/27/2020,4E,35,4.5,Easing: Restaurants (Outdoor Dining Opens),897535
NEW MEXICO,34.67414169,-106.1837959,121365,NM,05/31/2020,1L,35,3.5,Lifting: Stay at Home Order,897535
NEW MEXICO,35.36580657,-106.352636,121365,NM,06/01/2020,2E,35,3,"Easing: Non-Essential Businesses, Hair Salons and Personal Care (25%); Gyms (50%)",897535
NEW MEXICO,34.7710105,-106.8883303,121365,NM,06/01/2020,4E,35,3,Easing: Restaurant Indoor Service (50%),897535
NEW MEXICO,35.35983628,-105.7921149,121365,NM,06/12/2020,4E,35,2.8,Easing: Bar Indoor Service (No Bar/Counter Seating) (50%),897535
NEW MEXICO,34.97731877,-106.5257505,121365,NM,07/13/2020,15M,35,3.55,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",897535
NEW MEXICO,34.43687151,-106.4936809,121365,NM,07/13/2020,2R,35,3.55,"Restricting: Non-Essential Businesses, Gyms (25%); Entertainment",897535
NEW MEXICO,34.95207932,-105.8652389,121365,NM,07/13/2020,4R,35,3.55,Restricting: Restaurants and Bars (Outdoor & Takeout Service Only),897535
NEW MEXICO,34.67414169,-106.1837959,121365,NM,09/01/2020,4E,35,3.2,Easing: Restaurant and Bar Indoor Service (No Bar/Counter Seating) (25%),897535
NEW MEXICO,34.97731877,-106.5257505,121365,NM,10/16/2020,3R,35,3.3,"Restricting: Indoor Gathering Limit, 5 people",897535
NEW MEXICO,34.95207932,-105.8652389,121365,NM,10/16/2020,4R,35,3.3,"Restricting: Restaurants and Bars, Alcohol Curfew",897535
NEW MEXICO,34.43687151,-106.4936809,121365,NM,10/23/2020,2R,35,3.3,"Restricting: Non-Essential Businesses, Retail",897535
NEW MEXICO,34.67414169,-106.1837959,121365,NM,11/16/2020,2R,35,3.4,"Restricting: Non-Essential Businesses, Retail (25%); Closing: Hair, Personal Care Gyms, Entertainment",897535
NEW MEXICO,34.57414169,-106.2837959,121365,NM,12/02/2020,4R,35,3.75,Restricting: Restaurant and Bar Indoor Service Closes (Restaurant Outdoor Service Open),897535
NEW MEXICO,34.95207932,-105.8652389,121365,NM,12/16/2020,2E,35,3.7,"Easing: Non-Essential Businesses, Hair, Personal Care (25%)",897535
NEW MEXICO,34.77414169,-106.3837959,121365,NM,02/10/2021,2E,35,3.4,"Easing: Non-Essential Businesses, Retail; Hair; Personal Care (33%)",897535
NEW MEXICO,34.87414169,-106.4837959,121365,NM,02/10/2021,3E,35,3.4,"Easing: Indoor Gathering Limit, 10 people",897535
NEW MEXICO,34.97414169,-106.5837959,121365,NM,02/10/2021,4E,35,3.4,Easing: Restaurant Indoor Service (33%),897535
NEW MEXICO,34.43687151,-106.4936809,121365,NM,03/23/2021,2E,35,2.05,"Easing: Non-Essential Businesses, Retail, Hair, Personal Care (75%); Gyms (50%); Entertainment (33%)",897535
NEW MEXICO,35.36580657,-106.352636,121365,NM,03/23/2021,3E,35,2.05,"Easing: Indoor Gathering Limit, 150 people",897535
NEW MEXICO,34.49008196,-105.7712978,121365,NM,03/23/2021,4E,35,2.05,"Easing: Restaurant Indoor & Outdoor Service (75%) and Bar Indoor Service (25%), Outdoor (75%)",897535
NEW MEXICO,34.840515,-106.248482,121365,NM,05/14/2021,15E,35,1.55,"Easing: Mask Mandate, Required for Unvaccinated Individuals only",897535
NEW MEXICO,34.840515,-106.248482,121365,NM,07/01/2021,2L,35,0.5,Lifting: All Non-Essential Business Restrictions,897535
NEW MEXICO,34.840515,-106.248482,121365,NM,07/01/2021,3L,35,0.5,Lifting: Indoor Gathering Limit,897535
NEW MEXICO,34.840515,-106.248482,121365,NM,07/01/2021,4L,35,0.5,Lifting: Restaurant & Bar Restictions ,897535
NEW MEXICO,34.840515,-106.248482,121365,NM,08/17/2021,15R,35,0.8,"Restricting: Mask Mandate, Indoor",897535
NEW YORK,42.06194489,-74.90770083,47224,NY,03/12/2020,3SM,36,1,"Restricting: Indoor Gathering Limit, Own Household",1779796
NEW YORK,42.2353181,-74.70898988,47224,NY,03/20/2020,1SM,36,4,Restricting: Stay at Home Order,1779796
NEW YORK,41.9139394,-75.1010023,47224,NY,03/20/2020,2SM,36,4,Closing: All Non-Essential Businesses,1779796
NEW YORK,42.4933948,-75.01302069,47224,NY,03/20/2020,4SM,36,4,Closing: Restaurants and Bars,1779796
NEW YORK,42.06194489,-74.90770083,47224,NY,04/17/2020,15M,36,5,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779796
NEW YORK,42.2353181,-74.70898988,47224,NY,05/15/2020,2E,36,4.95,"Easing: Non-Essential Businesses, Retail",1779796
NEW YORK,42.06194489,-74.90770083,47224,NY,05/28/2020,1L,36,3.95,Lifting: Stay at Home Order,1779796
NEW YORK,41.7067193,-74.93856437,47224,NY,06/04/2020,4E,36,3.85,Easing: Restaurants (Outdoor Dining Opens),1779796
NEW YORK,41.9139394,-75.1010023,47224,NY,06/10/2020,2E,36,3.8,"Easing: Non-Essential Businesses, Retail",1779796
NEW YORK,42.4933948,-75.01302069,47224,NY,06/12/2020,2E,36,3.05,"Easing: Non-Essential Businesses, Hair Salons and Personal Care",1779796
NEW YORK,42.12237016,-75.34717854,47224,NY,06/12/2020,3E,36,3.05,"Easing: Indoor Gathering Limit, 25 people",1779796
NEW YORK,42.51676445,-75.28323225,47224,NY,06/12/2020,4E,36,3.05,"Easing: Restaurants and Bars Indoor Service (Seating Only, Food Required Service) (25%)",1779796
NEW YORK,41.94713126,-74.65039087,47224,NY,06/26/2020,2E,36,2.75,"Easing: Non-Essential Businesses, Entertainment",1779796
NEW YORK,42.48967062,-74.66337624,47224,NY,06/26/2020,3E,36,2.75,"Easing: Indoor Gathering Limit, 50 people",1779796
NEW YORK,42.25106209,-75.12100683,47224,NY,07/10/2020,2E,36,2.7,"Easing: Non-Essential Businesses, Retail",1779796
NEW YORK,41.9139394,-75.1010023,47224,NY,07/16/2020,4R,36,2.7,"Restricting: Restaurant and Bar, Additional Regulations",1779796
NEW YORK,42.4933948,-75.01302069,47224,NY,08/17/2020,2E,36,2.65,"Easing: Non-Essential Businesses, Entertainment",1779796
NEW YORK,41.94713126,-74.65039087,47224,NY,08/24/2020,2E,36,2.55,"Easing: Non-Essential Businesses, Gyms (33%); Entertainment",1779796
NEW YORK,42.06194489,-74.90770083,47224,NY,09/09/2020,2E,36,2.55,"Easing: Non-Essential Businesses, Retail (50%); Entertainment",1779796
NEW YORK,42.25106209,-75.12100683,47224,NY,09/30/2020,4E,36,2.55,NYC Easing: Restaurant Indoor Service (25%),1779796
NEW YORK,42.2353181,-74.70898988,47224,NY,10/23/2020,2E,36,2.55,"Easing: Non-Essential Businesses, Entertainment",1779796
NEW YORK,42.25106209,-75.12100683,47224,NY,11/13/2020,3R,36,3,"Restricting: Indoor Gathering Limit, 10 people",1779796
NEW YORK,42.36194489,-74.90770083,47224,NY,11/13/2020,4R,36,3,Restricting: Restaurant and Bar Indoor Service Curfew,1779796
NEW YORK,42.06194489,-74.72770083,47224,NY,12/14/2020,4R,36,3,NYC Restricting: Restaurant Indoor Service Closes,1779796
NEW YORK,42.06194489,-74.90770083,47224,NY,02/14/2021,4E,36,3,NYC Easing: Restaurant Indoor Service (25%),1779796
NEW YORK,42.06194489,-74.90770083,47224,NY,03/05/2021,2E,36,3,"Easing: Non-Essential Businesses, Entertainment (50%)",1779796
NEW YORK,42.25106209,-75.12100683,47224,NY,03/18/2021,4E,36,2.9,Easing: Restaurant Indoor Service (75%),1779796
NEW YORK,42.2353181,-74.70898988,47224,NY,03/19/2021,4E,36,2.9,NYC Easing: Restaurant Indoor Service (50%),1779796
NEW YORK,41.9139394,-75.1010023,47224,NY,03/26/2021,2E,36,2.9,"Easing: Non-Essential Businesses, Entertainment",1779796
NEW YORK,42.06194489,-74.90770083,47224,NY,04/01/2021,5L,36,2.9,Lifting: Travel Quarantine ,1779796
NEW YORK,42.25106209,-75.12100683,47224,NY,04/02/2021,2E,36,2.9,Easing: Non-Essential Businesses,1779796
NEW YORK,42.06194489,-74.90770083,47224,NY,05/19/2021,15L,36,1.45,"Easing: Mask Mandate, Vaccinated Individuals ",1779796
NEW YORK,42.25106209,-75.12100683,47224,NY,05/19/2021,2E,36,1.45,Easing: All Non-Essential Businesses (100%),1779796
NEW YORK,42.2353181,-74.70898988,47224,NY,05/19/2021,3E,36,1.45,"Easing: Indoor Gathering Limit, 50 people",1779796
NEW YORK,41.9139394,-75.1010023,47224,NY,05/19/2021,4E,36,1.45,Easing: Restaurant Indoor Service (100%),1779796
NEW YORK,42.4933948,-75.01302069,47224,NY,05/31/2021,4E,36,1.4,"Easing: Restaurants and Bars, Service Curfew Removal",1779796
NEW YORK,42.165726,-74.948051,47224,NY,06/15/2021,2L,36,0.5,Lifting: All Non-Essential Business Restrictions,1779796
NEW YORK,42.165726,-74.948051,47224,NY,06/15/2021,3L,36,0.5,Lifting: Indoor Gathering Limit,1779796
NEW YORK,42.165726,-74.948051,47224,NY,06/15/2021,4L,36,0.5,Lifting: Restaurant & Bar Restictions ,1779796
NORTH CAROLINA,35.71674144,-79.98208938,48718,NC,03/14/2020,3SM,37,0.9,"Restricting: Indoor Gathering Limit, 10 people",1027616
NORTH CAROLINA,35.70075036,-79.5636058,48718,NC,03/17/2020,4SM,37,1.9,Closing: Restaurants and Bars,1027616
NORTH CAROLINA,35.59543338,-79.28930239,48718,NC,03/27/2020,1SM,37,2.9,Restricting: Stay at Home Order,1027616
NORTH CAROLINA,35.95909495,-79.51727625,48718,NC,03/30/2020,2SM,37,3.9,Closing: All Non-Essential Businesses,1027616
NORTH CAROLINA,35.70075036,-79.5636058,48718,NC,05/08/2020,2E,37,3.75,"Easing: Non-Essential Businesses, Retail (50%)",1027616
NORTH CAROLINA,35.52465604,-79.76543553,48718,NC,05/22/2020,1L,37,2.2,Lifting: Stay at Home Order,1027616
NORTH CAROLINA,35.3743276,-79.96177088,48718,NC,05/22/2020,2E,37,2.2,"Easing: Non-Essential Businesses, Hair Salons Personal Care (50%)",1027616
NORTH CAROLINA,35.4080404,-79.50408708,48718,NC,05/22/2020,4E,37,2.2,Easing: Restaurant Indoor Service (50%),1027616
